symbol,date,open,high,low,close,volume,dividends,stock_splits
STABLE_GROWTH,2020-01-01,100.37401736298087,100.46161662305545,99.32415769719184,100.0,1770896,0.0,0.0
STABLE_GROWTH,2020-01-02,100.87594311262055,101.3516782233695,100.53248523809914,100.59671415301123,4631479,0.0,0.0
STABLE_GROWTH,2020-01-03,100.70793272970289,100.60614797744357,100.46820341409841,100.55822152333941,915008,0.0,0.0
STABLE_GROWTH,2020-01-04,101.16793765919317,102.18111803739522,101.1664473602805,101.31008381978734,3526768,0.0,0.0
STABLE_GROWTH,2020-01-05,102.70722311780757,104.27223626777335,102.90492779221108,102.95437672773448,1614593,0.0,0.0
STABLE_GROWTH,2020-01-06,102.13297094249833,103.99785981688403,102.1643938100685,102.81625995692886,3438496,0.0,0.0
STABLE_GROWTH,2020-01-07,103.041699342844,103.69230805807783,102.65408007294515,102.67834535457368,3494200,0.0,0.0
STABLE_GROWTH,2020-01-08,104.91021903002887,104.69614806998855,104.0724084383753,104.40253328851861,3337981,0.0,0.0
STABLE_GROWTH,2020-01-09,105.65764183441246,105.82718033408057,104.99514729018948,105.30815712037865,928988,0.0,0.0
STABLE_GROWTH,2020-01-10,104.9425549439323,105.44898596879237,104.46340315908375,104.91907045351871,2990706,0.0,0.0
STABLE_GROWTH,2020-01-11,106.03551440528348,106.02442768508408,105.26660587910915,105.59323847835483,2992118,0.0,0.0
STABLE_GROWTH,2020-01-12,105.75060882034776,105.92911917706449,104.49678109236362,105.20949396731083,3998472,0.0,0.0
STABLE_GROWTH,2020-01-13,104.16903489660098,105.0498845737654,104.7158575348008,104.82471154429167,4313270,0.0,0.0
STABLE_GROWTH,2020-01-14,104.993074580213,106.5536973963606,104.79770767428947,105.18317250905109,2883366,0.0,0.0
STABLE_GROWTH,2020-01-15,103.97655989016013,103.50654243771424,103.1657773311012,103.27590682124013,2025233,0.0,0.0
STABLE_GROWTH,2020-01-16,100.21984342913248,101.78034830087482,100.90860364300319,101.59775819461225,566150,0.0,0.0
STABLE_GROWTH,2020-01-17,100.60096193660884,101.17668697871927,100.89433935636333,101.12808442849017,1059723,0.0,0.0
STABLE_GROWTH,2020-01-18,100.27258649234753,100.84522880964158,100.07417468055472,100.20495580242884,4095790,0.0,0.0
STABLE_GROWTH,2020-01-19,100.6931507350749,100.70830654770107,99.9214516036327,100.62005215896868,2188472,0.0,0.0
STABLE_GROWTH,2020-01-20,99.70907668756351,100.66215146270605,99.30292410484223,99.80701791272222,4637270,0.0,0.0
STABLE_GROWTH,2020-01-21,98.53777045442604,98.6234027143219,98.48745530309188,98.49724672246118,1520154,0.0,0.0
STABLE_GROWTH,2020-01-22,100.74431878679209,100.57231756803515,99.78062160598132,100.03936765319303,2872280,0.0,0.0
STABLE_GROWTH,2020-01-23,99.78049829980165,100.71555232956403,99.62986057848255,99.91354183752871,3486249,0.0,0.0
STABLE_GROWTH,2020-01-24,100.16523144995156,100.41346155334215,99.21135735552562,100.08092520040924,2707148,0.0,0.0
STABLE_GROWTH,2020-01-25,97.8003019411564,99.41896171571851,98.30149711209167,98.75510495907118,3547569,0.0,0.0
STABLE_GROWTH,2020-01-26,98.65181913169218,98.90978751137037,97.78997819922172,98.31625433304634,3688729,0.0,0.0
STABLE_GROWTH,2020-01-27,99.00852057969736,98.84311392378387,98.1286160652682,98.52362552279135,3350171,0.0,0.0
STABLE_GROWTH,2020-01-28,97.8170830607746,97.59245542746876,97.46403791893198,97.48814854630322,1058924,0.0,0.0
STABLE_GROWTH,2020-01-29,98.09352082424398,98.0249645436607,97.62894376183542,97.95189773705988,931413,0.0,0.0
STABLE_GROWTH,2020-01-30,97.20275380727128,98.65799896757665,97.15073712179941,97.46151263947846,4328464,0.0,0.0
STABLE_GROWTH,2020-01-31,98.49144453954119,97.52530003364039,96.69386664002796,97.2746850112946,4680656,0.0,0.0
STABLE_GROWTH,2020-02-01,96.87248933572715,97.01391660292357,95.96444539354273,96.7866514845676,2329553,0.0,0.0
STABLE_GROWTH,2020-02-02,98.40373981979042,98.75989967602614,98.6747098059038,98.67619616701751,4587810,0.0,0.0
STABLE_GROWTH,2020-02-03,98.01306759530797,99.07410046412818,98.66134885100426,98.76155381522503,2175843,0.0,0.0
STABLE_GROWTH,2020-02-04,97.08510363350558,98.22658341300743,97.7351534513521,97.81570362072995,2680712,0.0,0.0
STABLE_GROWTH,2020-02-05,98.70282047233252,99.0715359071368,98.4196588979736,98.71809741772094,3210241,0.0,0.0
STABLE_GROWTH,2020-02-06,97.67270465628039,97.75114081359864,97.448387542826,97.6116218914422,4559175,0.0,0.0
STABLE_GROWTH,2020-02-07,97.49530654794592,98.02553502176778,97.44037555107417,97.91310865595855,2225690,0.0,0.0
STABLE_GROWTH,2020-02-08,96.52826388786367,96.10816405335747,95.23003233211723,96.09224782692175,4657893,0.0,0.0
STABLE_GROWTH,2020-02-09,95.30142462168493,94.92909037267081,94.02699978582686,94.9120562450386,3979591,0.0,0.0
STABLE_GROWTH,2020-02-10,95.01375763746454,95.97411525973513,94.97365454527038,95.19381334819641,2866610,0.0,0.0
STABLE_GROWTH,2020-02-11,95.86304712139548,96.25441382802794,95.86419831782288,95.99198165934425,605228,0.0,0.0
STABLE_GROWTH,2020-02-12,96.40542111810787,96.49426766780563,95.83981699116597,96.2524734500534,2446793,0.0,0.0
STABLE_GROWTH,2020-02-13,96.16105950246035,96.54032680689264,96.14365093543373,96.23741159120227,2122572,0.0,0.0
STABLE_GROWTH,2020-02-14,95.71274397930561,96.12412793969958,95.97341984544339,96.04387459995289,970452,0.0,0.0
STABLE_GROWTH,2020-02-15,94.90952358234595,94.95429932578729,94.52180449106903,94.71988866819162,4261675,0.0,0.0
STABLE_GROWTH,2020-02-16,93.99952374745371,94.22271634996353,94.11091691886912,94.13277292408392,4598064,0.0,0.0
STABLE_GROWTH,2020-02-17,93.47888372454337,94.20693489584058,93.609956568424,93.79329364874015,4148966,0.0,0.0
STABLE_GROWTH,2020-02-18,94.31624176355382,95.13383072632418,94.85584763126867,94.87859669625249,823390,0.0,0.0
STABLE_GROWTH,2020-02-19,95.62197483094042,95.48956677044362,94.93238983150877,95.29949550408297,2156671,0.0,0.0
STABLE_GROWTH,2020-02-20,93.38877073402807,93.94442406125299,93.4317114276527,93.71462662599197,1097897,0.0,0.0
STABLE_GROWTH,2020-02-21,93.76389989025554,94.1316165710919,93.16133442747116,94.11205533449099,3273939,0.0,0.0
STABLE_GROWTH,2020-02-22,93.04562040015709,94.57833183594474,93.81290728287605,93.84375854099676,4921590,0.0,0.0
STABLE_GROWTH,2020-02-23,93.21943530074698,93.49198696193955,92.72860471614717,93.30235325205975,1886652,0.0,0.0
STABLE_GROWTH,2020-02-24,93.7388201133831,94.35824398819939,93.73393659296312,93.96636397708521,3986669,0.0,0.0
STABLE_GROWTH,2020-02-25,94.75987261816663,95.19762123065279,94.15163727986159,95.02912310497285,2347865,0.0,0.0
STABLE_GROWTH,2020-02-26,96.17896185901982,96.12494389065176,95.84013688044283,96.0091395589249,1419484,0.0,0.0
STABLE_GROWTH,2020-02-27,96.11939384890137,95.43663157865713,95.06002047989801,95.29942317541006,4061963,0.0,0.0
STABLE_GROWTH,2020-02-28,95.26301096730752,95.34041121266564,95.08629119908076,95.10004498801227,2974968,0.0,0.0
STABLE_GROWTH,2020-02-29,95.72398032369254,95.72829960865435,95.23808383721453,95.5101767052939,1718758,0.0,0.0
STABLE_GROWTH,2020-03-01,97.32812774560027,96.99326643883,96.38140517786623,96.53743175675365,4477019,0.0,0.0
STABLE_GROWTH,2020-03-02,95.41176589420618,96.89317161921583,95.99563023799841,96.17138668565455,4497615,0.0,0.0
STABLE_GROWTH,2020-03-03,95.78411442075861,96.44493651311438,96.08214216577137,96.08900725997621,2304673,0.0,0.0
STABLE_GROWTH,2020-03-04,95.10995468558792,95.59561984426401,94.99033407504984,95.12202997374388,1278513,0.0,0.0
STABLE_GROWTH,2020-03-05,93.33423366753867,94.52006783267126,93.3178172059853,94.0792959802117,888590,0.0,0.0
STABLE_GROWTH,2020-03-06,95.1397538610202,95.29875429888385,94.56478318221309,94.9377938495578,2879877,0.0,0.0
STABLE_GROWTH,2020-03-07,96.16458714308784,96.44456776488492,96.09438865718847,96.32031600583713,1936536,0.0,0.0
STABLE_GROWTH,2020-03-08,96.30406629864511,96.37020830789375,95.63791509002708,96.34727594518061,1846208,0.0,0.0
STABLE_GROWTH,2020-03-09,97.44094194389181,97.51812098454646,97.39740501638427,97.4104998314585,1743131,0.0,0.0
STABLE_GROWTH,2020-03-10,98.38624107596212,98.24206843156966,97.62966813393597,97.86018179085947,4382149,0.0,0.0
STABLE_GROWTH,2020-03-11,97.37624842857595,98.20154133365308,97.01487091823881,97.32672660802501,4500737,0.0,0.0
STABLE_GROWTH,2020-03-12,98.20614614412966,97.90975623024661,97.6728455980391,97.77578784757964,1705663,0.0,0.0
STABLE_GROWTH,2020-03-13,99.82220083893479,99.56221302815374,99.29196039157509,99.37739100567319,864359,0.0,0.0
STABLE_GROWTH,2020-03-14,99.17504334767054,99.75697653469663,98.91932168783832,99.44116541371072,657702,0.0,0.0
STABLE_GROWTH,2020-03-15,101.04554220464215,101.42578247794069,100.09739786030057,101.09650646503756,4329049,0.0,0.0
STABLE_GROWTH,2020-03-16,98.32232361009058,99.28754351500433,97.71853630654186,98.549132192979,4835702,0.0,0.0
STABLE_GROWTH,2020-03-17,98.94466831716656,99.60600194706929,98.38169805804334,99.45765911070613,2680338,0.0,0.0
STABLE_GROWTH,2020-03-18,100.20634202688927,99.90739789833037,99.33545068790461,99.64369174621103,1139282,0.0,0.0
STABLE_GROWTH,2020-03-19,99.02604559936191,100.09736792181066,98.849494325896,99.44539347536053,1289352,0.0,0.0
STABLE_GROWTH,2020-03-20,99.39986635803967,99.64284085411099,98.95373387357039,99.63609073411767,2351317,0.0,0.0
